"stap_id","j","ind","lat","lon","start","end","include","known"
1,1,17614,37.286812,-82.304972,2021-07-01 02:15:10,2021-09-24 00:15:10,TRUE,TRUE
2,1,19837,32.7,-80.1,2021-09-24 11:15:10,2021-09-24 23:45:10,TRUE,FALSE
3,1,19461,27.9,-80.5,2021-09-25 10:45:10,2021-09-25 23:45:10,TRUE,FALSE
4,1,19285,23.1,-80.7,2021-09-26 12:45:10,2021-09-27 04:15:10,TRUE,FALSE
5,1,17286,22.9,-82.7,2021-09-27 08:15:10,2022-04-06 00:45:10,TRUE,FALSE
6,1,17259,28.3,-82.7,2022-04-06 10:15:10,2022-04-07 00:15:10,TRUE,FALSE
7,1,17847,30.7,-82.1,2022-04-07 04:45:10,2022-04-14 00:45:10,TRUE,FALSE
8,1,18217,36.7,-81.7,2022-04-14 10:45:10,2022-04-15 01:15:10,TRUE,FALSE
9,1,17614,37.286812,-82.304972,2022-04-15 05:15:10,2022-06-10 04:45:10,TRUE,TRUE
