"stap_id","start","end","known_lon","known_lat","include","alt_mean","alt_med","alt_min","alt_max"
2,2021-09-24 11:15:10,2021-09-24 23:45:10,NA,NA,TRUE,-4.7,-4.6,-8.9,-1.1
3,2021-09-25 10:45:10,2021-09-25 23:45:10,NA,NA,TRUE,-1.6,-1.6,-5,3.8
4,2021-09-26 12:45:10,2021-09-27 04:15:10,NA,NA,TRUE,-1.5,-1.6,-6.8,3.5
6,2022-04-06 10:15:10,2022-04-07 00:15:10,NA,NA,TRUE,17.6,16.8,12.8,34.7
7,2022-04-07 04:45:10,2022-04-14 00:45:10,NA,NA,TRUE,34.5,34.4,24.4,44.7
8,2022-04-14 10:45:10,2022-04-15 01:15:10,NA,NA,TRUE,842.8,843.3,834.5,853.1
