"stap_id","start","end","known_lon","known_lat","include","alt_mean","alt_med","alt_min","alt_max"
2,2021-10-04 11:40:00,2021-10-05 00:10:00,NA,NA,TRUE,121,120.2,117.4,126.5
3,2021-10-06 02:40:00,2021-10-10 01:10:00,NA,NA,TRUE,-1.8,-1.4,-32.4,56.5
4,2021-10-10 06:10:00,2021-10-11 03:10:00,NA,NA,TRUE,22.4,23.3,12.3,29
6,2022-03-11 08:40:00,2022-03-12 04:40:00,NA,NA,TRUE,78.7,78.5,70.6,88.7
7,2022-03-12 07:10:00,2022-04-05 01:10:00,NA,NA,TRUE,161.9,159.2,115.2,195.5
8,2022-04-05 15:10:00,2022-04-06 01:10:00,NA,NA,TRUE,24.5,25.7,7.7,32.8
9,2022-04-06 10:40:00,2022-04-07 04:10:00,NA,NA,TRUE,42.7,42.5,35.8,49.3
10,2022-04-07 07:40:00,2022-04-08 03:40:00,NA,NA,TRUE,63,63,53.6,72.4
11,2022-04-08 05:40:00,2022-05-03 05:10:00,-91.19612,36.66378,TRUE,129.7,129.8,67.1,158
