series,timestamp,value,label
pressure,2021-06-15T17:31:40.000Z,947.72977,discard
pressure,2021-06-15T18:01:40.000Z,947.58474,discard
pressure,2021-06-15T18:31:40.000Z,947.52363,discard
pressure,2021-06-15T19:01:40.000Z,946.42875,discard
pressure,2021-06-15T19:31:40.000Z,947.12651,discard
pressure,2021-06-15T20:01:40.000Z,947.62397,discard
pressure,2021-06-15T20:31:40.000Z,947.2006,discard
pressure,2021-06-15T21:01:40.000Z,946.94248,discard
pressure,2021-06-15T21:31:40.000Z,947.11584,discard
pressure,2021-06-15T22:01:40.000Z,944.88908,discard
pressure,2021-06-15T22:31:40.000Z,946.62717,discard
pressure,2021-06-15T23:01:40.000Z,947.5553,discard
pressure,2021-06-15T23:31:40.000Z,946.54564,discard
pressure,2021-06-16T00:01:40.000Z,948.47308,
pressure,2021-06-16T00:31:40.000Z,949.46751,
pressure,2021-06-16T01:01:40.000Z,946.90218,discard
pressure,2021-06-16T01:31:40.000Z,947.12954,discard
pressure,2021-06-16T02:01:40.000Z,947.86872,discard
pressure,2021-06-16T02:31:40.000Z,948.23427,discard
pressure,2021-06-16T03:01:40.000Z,948.35966,discard
pressure,2021-06-16T03:31:40.000Z,948.5721,discard
pressure,2021-06-16T04:01:40.000Z,948.68526,discard
pressure,2021-06-16T04:31:40.000Z,948.57287,discard
pressure,2021-06-16T05:01:40.000Z,948.49045,discard
pressure,2021-06-16T05:31:40.000Z,948.5016,discard
pressure,2021-06-16T06:01:40.000Z,948.2487,discard
pressure,2021-06-16T06:31:40.000Z,948.10471,discard
pressure,2021-06-16T07:01:40.000Z,948.10077,discard
pressure,2021-06-16T07:31:40.000Z,947.95212,discard
pressure,2021-06-16T08:01:40.000Z,947.92245,discard
pressure,2021-06-16T08:31:40.000Z,948.1046,discard
pressure,2021-06-16T09:01:40.000Z,948.10381,discard
pressure,2021-06-16T09:31:40.000Z,948.18289,discard
pressure,2021-06-16T10:01:40.000Z,950.0557,
pressure,2021-06-16T10:31:40.000Z,948.69393,
pressure,2021-06-16T11:01:40.000Z,950.29292,
pressure,2021-06-16T11:31:40.000Z,949.99227,
pressure,2021-06-16T12:01:40.000Z,950.76968,
pressure,2021-06-16T12:31:40.000Z,950.25361,
pressure,2021-06-16T13:01:40.000Z,950.07492,
pressure,2021-06-16T13:31:40.000Z,950.38062,
pressure,2021-06-16T14:01:40.000Z,951.23464,
pressure,2021-06-16T14:31:40.000Z,951.01952,
pressure,2021-06-16T15:01:40.000Z,951.18169,
pressure,2021-06-16T15:31:40.000Z,951.05825,
pressure,2021-06-16T16:01:40.000Z,951.35355,
pressure,2021-06-16T16:31:40.000Z,951.53983,
pressure,2021-06-16T17:01:40.000Z,951.52068,
pressure,2021-06-16T17:31:40.000Z,950.76822,
pressure,2021-06-16T18:01:40.000Z,950.53593,
pressure,2021-06-16T18:31:40.000Z,950.09554,
pressure,2021-06-16T19:01:40.000Z,950.01651,
