"stap_id","start","end","known_lon","known_lat","include","alt_mean","alt_med","alt_min","alt_max"
2,2021-08-30 13:52:14,2021-09-23 00:52:14,NA,NA,TRUE,-21.7,-20.7,-53.1,2
3,2021-09-23 21:22:14,2021-09-24 01:52:14,NA,NA,TRUE,-10.7,-10.2,-13.7,-7.5
5,2022-03-23 23:22:14,2022-03-29 01:22:14,NA,NA,TRUE,-27.8,-31.6,-41.1,23.9
6,2022-03-29 15:22:14,2022-03-30 01:22:14,NA,NA,TRUE,-45.6,-45.9,-53.4,-38
7,2022-03-30 04:22:14,2022-04-15 04:52:14,-90.99295,30.47374,TRUE,-32.9,-34.1,-65.7,-3.7
