"stap_id","start","end","known_lon","known_lat","include","alt_mean","alt_med","alt_min","alt_max"
2,2021-10-06 00:53:35,2021-10-06 03:23:35,NA,NA,TRUE,9.2,9.4,6.1,11.1
3,2021-10-06 05:53:35,2021-10-06 13:23:35,NA,NA,TRUE,-10.1,-10,-17.1,-3.7
4,2021-10-06 14:23:35,2021-10-07 00:23:35,NA,NA,TRUE,-8,-7.7,-17.2,-3.3
6,2022-04-05 21:23:35,2022-04-06 01:23:35,NA,NA,TRUE,-15.2,-14.7,-21.1,-11.9
7,2022-04-06 07:23:35,2022-04-07 01:23:35,NA,NA,TRUE,45.8,45.3,40.6,51.3
8,2022-04-07 06:23:35,2022-04-08 02:23:35,NA,NA,TRUE,19.2,19.4,12.4,27.1
9,2022-04-08 04:23:35,2022-04-09 02:53:35,NA,NA,TRUE,6.6,6.8,1,14
10,2022-04-09 04:23:35,2022-04-10 02:23:35,NA,NA,TRUE,16.4,16.5,10.6,20.1
11,2022-04-10 05:53:35,2022-05-01 04:53:35,-90.95882,30.65796,TRUE,21.8,21.6,-4.5,57.8
