"stap_s","stap_t","gs","distance","ws","start","end","duration","n"
1,2,-7.7840156890538-36.7920497103461i,1188.29471085109,-5.9713057270708-6.95414425788969i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,-7.1352995665911-36.8043722069764i,1184.64946923825,-6.05878238502092-7.22092673489266i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,-1.9420508386736-36.1575630911799i,1144.89185801097,-5.99578810328201-9.05909920423473i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,9.3186037158266-46.655621876422i,1502.75803275911,-3.77379393203255-8.36766201494505i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,-2.5996907418125-37.5673456091056i,1190.19182323802,-6.4319307164563-8.87626038575531i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,6.3662387702788-30.4571197264453i,986.936367182059,-3.8110380121972-12.8183604767452i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,5.9163734889942-41.7723818245837i,1333.44024300825,-5.03531981928743-9.3497697206604i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,3.2807986492765-41.0962532289272i,1302.82860075529,-4.93603662454993-9.54881050253281i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,7.1770291152628-38.9240603637122i,1252.04101416935,-3.93902588917434-9.67235973034095i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
1,2,-7.8444239785954-39.6181672510035i,1275.45705884695,-6.02982527943078-6.96823368441889i,2021-09-23 23:56:02,2021-09-25 07:26:02,31.5,1
2,3,-6.3197489847616+0.01276979772119i,61.6485782317752,-17.9212899997486-2.9820738212744i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,0-13.9661696568646i,110.733001811435,-23.7251159575008-1.9105369457023i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,-41.2961429667182-9.1209032632295i,295.463431867062,-21.6767350009586-4.7379337838793i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,-11.1311941974379+17.8168321056382i,156.886609159877,-13.1498966726341-4.2128413024384i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,0-3.68592960084274i,44.2937385234964,-20.158175925103-4.8411708443005i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,-5.9502609848788-41.4286991986646i,290.838358103657,-16.9059538756138-3.888943336999i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,-23.0347046226152+21.8387919270667i,226.554962727319,-12.583843633072-3.7132096310189i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,-35.1122119452726+16.0173490061074i,271.434911470785,-15.9374625017316-4.898696822063i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,-3.17354078036486+0.00416773425635i,41.2758264701336,-13.3535835834559-2.9583546540538i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
2,3,2.6843104115694+17.4097060398266i,134.468512312019,-23.3428984717593-2.5762296145229i,2021-09-29 03:26:02,2021-09-29 09:56:02,6.5,1
3,4,-6.59836343605368-3.54176124632927i,46.712943860889,-25.4021250257474-2.5942113509174i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,-35.8808740896999+16.688078414607i,159.101289868594,-28.4685859493321-8.2516948900465i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,5.88532874422818+0.00779545501276i,41.2174074362715,-30.6162444603319-7.0893490341807i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,-24.1686301001703+10.4063028895541i,112.817348592932,-31.4087907445369-10.5438066421715i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,-9.2993795059873+20.0859446069043i,97.6837242789129,-33.1822275202922-8.1797068049612i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,36.1513335990347-16.3698404427847i,159.465249996168,-25.8893628358024-7.8120174429997i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,-52.769924031956+6.0524439613258i,206.535181002665,-30.7650407246288-7.07205834301i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,52.8904814269111+0.3532961183418i,205.790969052022,-32.0076834477833-6.2239965022689i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,-41.2499779410147+5.7584388966213i,166.465644606991,-24.7740816521883-6.410713802151i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
3,4,9.3569622490439-20.0983635867893i,97.6607027601307,-36.3875324550477-6.8012917504022i,2021-10-03 02:26:02,2021-10-03 05:56:02,3.5,1
4,5,47.176521449291+17.2847975255543i,196.390503317908,-23.218214383264-4.6347048758514i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,24.1209312709858-10.2596240207857i,112.29349432554,-25.0272354447678-6.871272032473i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,7.82268081671177-8.37231008530256i,60.5435585490462,-27.2234663046069-7.4274804245591i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,-20.0700266336169+27.0484539604386i,138.149522355715,-16.8833331041726-7.5422036866984i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,0+0i,20.5195789087969,-24.6357867438534-5.5560977050256i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,-42.0013891743086+22.7497819598765i,187.769434304261,-13.3430926035692-4.9308382189856i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,1.89126144174763+2.04571885063838i,30.1828348755492,-24.1365673274942-4.4191679302191i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,-12.1314507969325-4.3214490418962i,65.6315826399077,-17.5116056462889-5.7088826055225i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,29.4264691592683+0.1169349498616i,123.651933043365,-13.6374080548213-5.6046994585728i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
4,5,-4.1543163497443+13.4543476687518i,69.5526589727081,-30.3949092340351-7.0076422825191i,2021-10-04 04:26:02,2021-10-04 07:56:02,3.5,1
5,6,-7.79053528018496-8.38605720919537i,60.3856735435114,-22.91555706347-0.5628318022209i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,-9.7294542264932+26.2644864670989i,118.147319505516,-20.5094723244033-2.2614445267243i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,14.792397969205+26.6375291015405i,126.804063015573,-21.346970679175-2.8380440966225i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,-23.936560277462+10.4148277172409i,111.888849824394,-21.2824776817674-0.6105661285963i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,0+0.501321796896905i,22.1488019690399,-21.2456827578385+0.074350398205i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,-53.1187299291664+17.5265428591412i,216.389887853354,-17.4499162433067-1.7318889974415i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,-1.89994819849102-2.04950004944341i,30.1828348755492,-23.0942903095075+0.1243830059925i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,-47.0817371009547+0.2806531103375i,185.477289347466,-21.3815811578449-4.1591964608984i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,-76.5052380799644+0.7094879961289i,288.517801671888,-19.0790984133427-2.0959444126669i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
5,6,5.85972934499038+0.00795929597212i,41.0391483530168,-22.433226382172-0.9248319851764i,2021-10-05 04:26:02,2021-10-05 07:56:02,3.5,1
6,7,13.4154468280238+86.7167348670067i,762.858478089117,-27.0687799037362+44.3673496676302i,2022-03-31 01:26:02,2022-03-31 09:56:02,8.5,1
6,7,27.0315650580248+47.8393511794524i,485.830809848753,-29.3335379990131+41.363366228354i,2022-03-31 01:26:02,2022-03-31 09:56:02,8.5,1
6,7,0+55.2113514848104i,487.4088129904,-30.2675533795744+44.3976422838726i,2022-03-31 01:26:02,2022-03-31 09:56:02,8.5,1
6,7,-20.0426902786771+92.0504388798695i,817.622707098453,-29.0391800983565+43.5193978531927i,2022-03-31 01:26:02,2022-03-31 09:56:02,8.5,1
6,7,-13.3324470798129+91.9605387788113i,806.626102325644,-28.7400853315441+42.5647685720728i,2022-03-31 01:26:02,2022-03-31 09:56:02,8.5,1
6,7,-24.5197431037028+94.7448224119576i,848.690338365791,-29.2080427116071+43.4762014143804i,2022-03-31 01:26:02,2022-03-31 09:56:02,8.5,1
