"date","label","stap_id","altitude","lat","lon","stap_s","stap_t"
2021-06-17 09:08:39,"",1,-3.07559666091015,32.76806,-80.44798,1,1
2021-06-17 09:38:39,"",1,-1.57913810900755,32.76806,-80.44798,1,1
2021-06-17 10:08:39,"",1,-3.29750785957248,32.76806,-80.44798,1,1
2021-06-17 10:38:39,"",1,-0.306810624885433,32.76806,-80.44798,1,1
2021-06-17 11:08:39,"",1,-3.14941660440841,32.76806,-80.44798,1,1
2021-06-17 11:38:39,"",1,1.8564508725407,32.76806,-80.44798,1,1
2021-06-17 12:08:39,"",1,0.18932747724155,32.76806,-80.44798,1,1
2021-06-17 12:38:39,"",1,-1.97716173003884,32.76806,-80.44798,1,1
2021-06-17 13:08:39,"",1,-3.52062135045555,32.76806,-80.44798,1,1
2021-06-17 13:38:39,"",1,-2.72188835590005,32.76806,-80.44798,1,1
2021-06-17 14:08:39,"",1,-3.50158748217865,32.76806,-80.44798,1,1
2021-06-17 14:38:39,"",1,-2.51723067566075,32.76806,-80.44798,1,1
2021-06-17 15:08:39,"",1,-3.8293619681439,32.76806,-80.44798,1,1
2021-06-17 15:38:39,"",1,-5.83475595263936,32.76806,-80.44798,1,1
2021-06-17 16:08:39,"",1,-4.77975270402726,32.76806,-80.44798,1,1
2021-06-17 16:38:39,"",1,-3.11226981599517,32.76806,-80.44798,1,1
2021-06-17 17:08:39,"",1,-2.49957465224403,32.76806,-80.44798,1,1
2021-06-17 17:38:39,"",1,-5.67914643136362,32.76806,-80.44798,1,1
2021-06-17 18:08:39,"",1,-4.80742919456144,32.76806,-80.44798,1,1
2021-06-17 18:38:39,"",1,-5.90984878163056,32.76806,-80.44798,1,1
2021-06-17 19:08:39,"",1,-3.73528772167462,32.76806,-80.44798,1,1
2021-06-17 19:38:39,"",1,-5.66870503591786,32.76806,-80.44798,1,1
2021-06-17 20:08:39,"",1,-5.2296997441778,32.76806,-80.44798,1,1
2021-06-17 20:38:39,"",1,-8.9418285309064,32.76806,-80.44798,1,1
2021-06-17 21:08:39,"",1,-9.38077591457781,32.76806,-80.44798,1,1
2021-06-17 21:38:39,"",1,-10.4276267189303,32.76806,-80.44798,1,1
2021-06-17 22:08:39,"",1,-9.42071413728971,32.76806,-80.44798,1,1
2021-06-17 22:38:39,"",1,-7.79738963449586,32.76806,-80.44798,1,1
2021-06-17 23:08:39,"",1,-8.5883747758025,32.76806,-80.44798,1,1
2021-06-17 23:38:39,"",1,-3.46638015207781,32.76806,-80.44798,1,1
2021-06-18 00:08:39,"",1,-4.68840502227057,32.76806,-80.44798,1,1
2021-06-18 00:38:39,"",1,-1.36538569296268,32.76806,-80.44798,1,1
2021-06-18 01:08:39,"",1,-4.27661767751444,32.76806,-80.44798,1,1
2021-06-18 01:38:39,"",1,-4.28402892872515,32.76806,-80.44798,1,1
2021-06-18 02:08:39,"",1,-7.96206167049964,32.76806,-80.44798,1,1
2021-06-18 02:38:39,"",1,-6.61281638682311,32.76806,-80.44798,1,1
2021-06-18 03:08:39,"",1,-7.39317867297437,32.76806,-80.44798,1,1
2021-06-18 03:38:39,"",1,-6.16302584622276,32.76806,-80.44798,1,1
2021-06-18 04:08:39,"",1,-4.64578214718638,32.76806,-80.44798,1,1
2021-06-18 04:38:39,"",1,-6.28270658146775,32.76806,-80.44798,1,1
2021-06-18 05:08:39,"",1,-6.25805678295044,32.76806,-80.44798,1,1
2021-06-18 05:38:39,"",1,-9.60022940181376,32.76806,-80.44798,1,1
2021-06-18 06:08:39,"",1,-9.17437375076194,32.76806,-80.44798,1,1
2021-06-18 06:38:39,"",1,-5.18711353485184,32.76806,-80.44798,1,1
2021-06-18 07:08:39,"",1,-4.29934047154243,32.76806,-80.44798,1,1
2021-06-18 07:38:39,"",1,-2.79424293672127,32.76806,-80.44798,1,1
2021-06-18 08:08:39,"",1,-1.65477764248081,32.76806,-80.44798,1,1
2021-06-18 08:38:39,"",1,-3.15008396612487,32.76806,-80.44798,1,1
2021-06-18 09:08:39,"",1,-3.91448589705958,32.76806,-80.44798,1,1
2021-06-18 09:38:39,"",1,-1.90566464498652,32.76806,-80.44798,1,1
2021-06-18 10:08:39,"",1,-5.40489765002564,32.76806,-80.44798,1,1
2021-06-18 10:38:39,"",1,-8.54005981925817,32.76806,-80.44798,1,1
2021-06-18 11:08:39,"",1,-9.20968969148888,32.76806,-80.44798,1,1
2021-06-18 11:38:39,"",1,-4.84773620694953,32.76806,-80.44798,1,1
2021-06-18 12:08:39,"",1,-5.91699063572456,32.76806,-80.44798,1,1
2021-06-18 12:38:39,"",1,-7.1798547769715,32.76806,-80.44798,1,1
2021-06-18 13:08:39,"",1,-7.80656191659677,32.76806,-80.44798,1,1
2021-06-18 13:38:39,"",1,-5.15895487041334,32.76806,-80.44798,1,1
2021-06-18 14:08:39,"",1,-4.81608262691025,32.76806,-80.44798,1,1
2021-06-18 14:38:39,"",1,-5.88116630125395,32.76806,-80.44798,1,1
2021-06-18 15:08:39,"",1,-5.86038121307731,32.76806,-80.44798,1,1
2021-06-18 15:38:39,"",1,-9.9670236186615,32.76806,-80.44798,1,1
2021-06-18 16:08:39,"",1,-10.4572460185966,32.76806,-80.44798,1,1
2021-06-18 16:38:39,"",1,-8.61872418517534,32.76806,-80.44798,1,1
2021-06-18 17:08:39,"",1,-7.70104181008946,32.76806,-80.44798,1,1
2021-06-18 17:38:39,"",1,-8.78638019587278,32.76806,-80.44798,1,1
2021-06-18 18:08:39,"",1,-7.7873021379375,32.76806,-80.44798,1,1
2021-06-18 18:38:39,"",1,-8.73743836366354,32.76806,-80.44798,1,1
2021-06-18 19:08:39,"",1,-7.96417616996159,32.76806,-80.44798,1,1
2021-06-18 19:38:39,"",1,-8.13227198641674,32.76806,-80.44798,1,1
2021-06-18 20:08:39,"",1,-5.43812531639738,32.76806,-80.44798,1,1
2021-06-18 20:38:39,"",1,-9.72600073098767,32.76806,-80.44798,1,1
2021-06-18 21:08:39,"",1,-6.73934749373161,32.76806,-80.44798,1,1
2021-06-18 21:38:39,"",1,-9.22514377687438,32.76806,-80.44798,1,1
2021-06-18 22:08:39,"",1,-8.47692058616536,32.76806,-80.44798,1,1
2021-06-18 22:38:39,"",1,-4.89794170926365,32.76806,-80.44798,1,1
2021-06-18 23:08:39,"",1,-5.93214742905035,32.76806,-80.44798,1,1
2021-06-18 23:38:39,"",1,-7.19066319640525,32.76806,-80.44798,1,1
2021-06-19 00:08:39,"",1,-9.61127496928606,32.76806,-80.44798,1,1
2021-06-19 00:38:39,"",1,-5.25923295266133,32.76806,-80.44798,1,1
2021-06-19 01:08:39,"",1,-7.8020490153017,32.76806,-80.44798,1,1
2021-06-19 01:38:39,"",1,-5.2471445704438,32.76806,-80.44798,1,1
2021-06-19 02:08:39,"",1,-7.90922727190107,32.76806,-80.44798,1,1
2021-06-19 02:38:39,"",1,-8.47573011195144,32.76806,-80.44798,1,1
2021-06-19 03:08:39,"",1,-5.04067171165761,32.76806,-80.44798,1,1
2021-06-19 03:38:39,"",1,-6.90555486595804,32.76806,-80.44798,1,1
2021-06-19 04:08:39,"",1,-2.13533753410104,32.76806,-80.44798,1,1
2021-06-19 04:38:39,"",1,-6.72346863158595,32.76806,-80.44798,1,1
2021-06-19 05:08:39,"",1,-5.77101074012181,32.76806,-80.44798,1,1
2021-06-19 05:38:39,"",1,-3.62749097633662,32.76806,-80.44798,1,1
2021-06-19 06:08:39,"",1,-3.2666339421135,32.76806,-80.44798,1,1
2021-06-19 06:38:39,"",1,-4.69520396968892,32.76806,-80.44798,1,1
2021-06-19 07:08:39,"",1,-3.01714976519774,32.76806,-80.44798,1,1
2021-06-19 07:38:39,"",1,-4.32556825403455,32.76806,-80.44798,1,1
2021-06-19 08:08:39,"",1,-4.73380030363042,32.76806,-80.44798,1,1
2021-06-19 08:38:39,"",1,-3.98516801338999,32.76806,-80.44798,1,1
2021-06-19 09:08:39,"",1,-2.97462818459148,32.76806,-80.44798,1,1
2021-06-19 09:38:39,"",1,-2.28920714046471,32.76806,-80.44798,1,1
2021-06-19 10:08:39,"",1,-3.8360221159007,32.76806,-80.44798,1,1
2021-06-19 10:38:39,"",1,2.03690462914991,32.76806,-80.44798,1,1
2021-06-19 11:08:39,"",1,1.89959717895042,32.76806,-80.44798,1,1
2021-06-19 11:38:39,"",1,3.41403720966223,32.76806,-80.44798,1,1
2021-06-19 12:08:39,"",1,-0.255271547500589,32.76806,-80.44798,1,1
2021-06-19 12:38:39,"",1,-1.39473806617475,32.76806,-80.44798,1,1
2021-06-19 13:08:39,"",1,-2.93902006373357,32.76806,-80.44798,1,1
2021-06-19 13:38:39,"",1,-3.23365026821656,32.76806,-80.44798,1,1
2021-06-19 14:08:39,"",1,-2.27229213787047,32.76806,-80.44798,1,1
2021-06-19 14:38:39,"",1,-1.22301133861131,32.76806,-80.44798,1,1
2021-06-19 15:08:39,"",1,-2.31277341056268,32.76806,-80.44798,1,1
2021-06-19 15:38:39,"",1,-6.39036013213084,32.76806,-80.44798,1,1
2021-06-19 16:08:39,"",1,-5.53466689922475,32.76806,-80.44798,1,1
2021-06-19 16:38:39,"",1,-10.0101889104629,32.76806,-80.44798,1,1
2021-06-19 17:08:39,"",1,-9.46727201843727,32.76806,-80.44798,1,1
2021-06-19 17:38:39,"",1,-11.0526588588474,32.76806,-80.44798,1,1
2021-06-19 18:08:39,"",1,-6.25885514401766,32.76806,-80.44798,1,1
2021-06-19 18:38:39,"",1,-7.16433400753746,32.76806,-80.44798,1,1
2021-06-19 19:08:39,"",1,-8.46987454399238,32.76806,-80.44798,1,1
2021-06-19 19:38:39,"",1,-16.0616653224074,32.76806,-80.44798,1,1
2021-06-19 20:08:39,"",1,-11.0945117297784,32.76806,-80.44798,1,1
2021-06-19 20:38:39,"",1,-6.88790346547857,32.76806,-80.44798,1,1
2021-06-19 21:08:39,"",1,-5.27277505223639,32.76806,-80.44798,1,1
2021-06-19 21:38:39,"",1,-4.61577346248023,32.76806,-80.44798,1,1
2021-06-19 22:08:39,"",1,-4.80408129808235,32.76806,-80.44798,1,1
2021-06-19 22:38:39,"",1,-9.01788896908813,32.76806,-80.44798,1,1
2021-06-19 23:08:39,"",1,-12.7154436997575,32.76806,-80.44798,1,1
2021-06-19 23:38:39,"",1,-12.3707472106,32.76806,-80.44798,1,1
2021-06-20 00:08:39,"",1,-11.4622987167876,32.76806,-80.44798,1,1
2021-06-20 00:38:39,"",1,-6.895781778769,32.76806,-80.44798,1,1
2021-06-20 01:08:39,"",1,-2.92048388357391,32.76806,-80.44798,1,1
2021-06-20 01:38:39,"",1,-0.0641901882647549,32.76806,-80.44798,1,1
2021-06-20 02:08:39,"",1,0.533517714748442,32.76806,-80.44798,1,1
2021-06-20 02:38:39,"",1,2.16548966567908,32.76806,-80.44798,1,1
2021-06-20 03:08:39,"",1,2.19686092309264,32.76806,-80.44798,1,1
2021-06-20 03:38:39,"",1,-0.362840079294321,32.76806,-80.44798,1,1
2021-06-20 04:08:39,"",1,2.39600000278264,32.76806,-80.44798,1,1
2021-06-20 04:38:39,"",1,-3.68468738884253,32.76806,-80.44798,1,1
2021-06-20 05:08:39,"",1,-3.20129113266353,32.76806,-80.44798,1,1
2021-06-20 05:38:39,"",1,-5.20068783384173,32.76806,-80.44798,1,1
2021-06-20 06:08:39,"",1,-3.04245082921157,32.76806,-80.44798,1,1
2021-06-20 06:38:39,"",1,-15.2708886541611,32.76806,-80.44798,1,1
2021-06-20 07:08:39,"",1,-13.0490878184314,32.76806,-80.44798,1,1
2021-06-20 07:38:39,"",1,-11.7211331940812,32.76806,-80.44798,1,1
2021-06-20 08:08:39,"",1,-8.8029361205074,32.76806,-80.44798,1,1
2021-06-20 08:38:39,"",1,-8.09919563027388,32.76806,-80.44798,1,1
2021-06-20 09:08:39,"",1,-7.3327663316391,32.76806,-80.44798,1,1
2021-06-20 09:38:39,"",1,-10.4158799868446,32.76806,-80.44798,1,1
2021-06-20 10:08:39,"",1,-11.1790231868963,32.76806,-80.44798,1,1
2021-06-20 10:38:39,"",1,-5.66491708326463,32.76806,-80.44798,1,1
2021-06-20 11:08:39,"",1,-7.60129494507975,32.76806,-80.44798,1,1
2021-06-20 11:38:39,"",1,-5.16953160771383,32.76806,-80.44798,1,1
2021-06-20 12:08:39,"",1,-3.5144204195185,32.76806,-80.44798,1,1
2021-06-20 12:38:39,"",1,-4.50967439783485,32.76806,-80.44798,1,1
2021-06-20 13:08:39,"",1,-6.2589614858402,32.76806,-80.44798,1,1
2021-06-20 13:38:39,"",1,-8.08086642953541,32.76806,-80.44798,1,1
2021-06-20 14:08:39,"",1,-8.35308844976066,32.76806,-80.44798,1,1
2021-06-20 14:38:39,"",1,-8.29969325152235,32.76806,-80.44798,1,1
2021-06-20 15:08:39,"",1,-9.37459558828601,32.76806,-80.44798,1,1
2021-06-20 15:38:39,"",1,-8.96283882188395,32.76806,-80.44798,1,1
2021-06-20 16:08:39,"",1,-7.78034859207153,32.76806,-80.44798,1,1
2021-06-20 16:38:39,"",1,-10.3088356429889,32.76806,-80.44798,1,1
2021-06-20 17:08:39,"",1,-9.71107978290929,32.76806,-80.44798,1,1
2021-06-20 17:38:39,"",1,-12.5805896392563,32.76806,-80.44798,1,1
2021-06-20 18:08:39,"",1,-9.53534416887456,32.76806,-80.44798,1,1
2021-06-20 18:38:39,"",1,-16.0044259196819,32.76806,-80.44798,1,1
2021-06-20 19:08:39,"",1,-11.3248661867395,32.76806,-80.44798,1,1
2021-06-20 19:38:39,"",1,-11.9818567880197,32.76806,-80.44798,1,1
2021-06-20 20:08:39,"",1,-9.46202366084149,32.76806,-80.44798,1,1
2021-06-20 20:38:39,"",1,-10.636310366449,32.76806,-80.44798,1,1
2021-06-20 21:08:39,"",1,-9.91323578398601,32.76806,-80.44798,1,1
2021-06-20 21:38:39,"",1,-7.57628806540178,32.76806,-80.44798,1,1
2021-06-20 22:08:39,"",1,-5.10996678714232,32.76806,-80.44798,1,1
2021-06-20 22:38:39,"",1,-4.87785844647061,32.76806,-80.44798,1,1
2021-06-20 23:08:39,"",1,-4.17151258199814,32.76806,-80.44798,1,1
2021-06-20 23:38:39,"",1,-6.74164195954221,32.76806,-80.44798,1,1
2021-06-21 00:08:39,"",1,-6.34715483905626,32.76806,-80.44798,1,1
2021-06-21 00:38:39,"",1,-3.72359216308399,32.76806,-80.44798,1,1
2021-06-21 01:08:39,"",1,-5.83420916669006,32.76806,-80.44798,1,1
2021-06-21 01:38:39,"",1,-1.04623409326257,32.76806,-80.44798,1,1
2021-06-21 02:08:39,"",1,2.63074702321856,32.76806,-80.44798,1,1
2021-06-21 02:38:39,"",1,3.89320780388719,32.76806,-80.44798,1,1
2021-06-21 03:08:39,"",1,-3.61883338508489,32.76806,-80.44798,1,1
2021-06-21 03:38:39,"",1,-3.00916932642327,32.76806,-80.44798,1,1
2021-06-21 04:08:39,"",1,-0.424263364514196,32.76806,-80.44798,1,1
2021-06-21 04:38:39,"",1,1.69877584333972,32.76806,-80.44798,1,1
2021-06-21 05:08:39,"",1,-1.86689434858567,32.76806,-80.44798,1,1
2021-06-21 05:38:39,"",1,-1.59487370052389,32.76806,-80.44798,1,1
2021-06-21 06:08:39,"",1,1.69607589558547,32.76806,-80.44798,1,1
2021-06-21 06:38:39,"",1,-1.75469416126434,32.76806,-80.44798,1,1
2021-06-21 07:08:39,"",1,-0.954062790211159,32.76806,-80.44798,1,1
2021-06-21 07:38:39,"",1,-2.77400345344619,32.76806,-80.44798,1,1
2021-06-21 08:08:39,"",1,-4.44281812766214,32.76806,-80.44798,1,1
2021-06-21 08:38:39,"",1,0.125889324914951,32.76806,-80.44798,1,1
2021-06-21 09:08:39,"",1,-2.10137940043101,32.76806,-80.44798,1,1
2021-06-21 09:38:39,"",1,-0.461210841183377,32.76806,-80.44798,1,1
2021-06-21 10:08:39,"",1,-5.01022979724528,32.76806,-80.44798,1,1
2021-06-21 10:38:39,"",1,-3.61896464215926,32.76806,-80.44798,1,1
2021-06-21 11:08:39,"",1,-7.97951428442194,32.76806,-80.44798,1,1
2021-06-21 11:38:39,"",1,-1.14894125400984,32.76806,-80.44798,1,1
2021-06-21 12:08:39,"",1,-1.01782549633874,32.76806,-80.44798,1,1
2021-06-21 12:38:39,"",1,-7.07992216535512,32.76806,-80.44798,1,1
2021-06-21 13:08:39,"",1,-9.0602072414982,32.76806,-80.44798,1,1
2021-06-21 13:38:39,"",1,-9.80445212370342,32.76806,-80.44798,1,1
2021-06-21 14:08:39,"",1,-13.6846261070648,32.76806,-80.44798,1,1
2021-06-21 14:38:39,"",1,-14.8364818788784,32.76806,-80.44798,1,1
2021-06-21 15:08:39,"",1,-15.476425549983,32.76806,-80.44798,1,1
2021-06-21 15:38:39,"",1,-17.8893789202729,32.76806,-80.44798,1,1
2021-06-21 16:08:39,"",1,-13.4241216978152,32.76806,-80.44798,1,1
2021-06-21 16:38:39,"",1,-14.1757054611683,32.76806,-80.44798,1,1
2021-06-21 17:08:39,"",1,-10.0417199603158,32.76806,-80.44798,1,1
2021-06-21 17:38:39,"",1,-14.2909793477274,32.76806,-80.44798,1,1
2021-06-21 18:08:39,"",1,-11.4800690279313,32.76806,-80.44798,1,1
2021-06-21 18:38:39,"",1,-11.7714356188868,32.76806,-80.44798,1,1
2021-06-21 19:08:39,"",1,-9.57957417739925,32.76806,-80.44798,1,1
2021-06-21 19:38:39,"",1,-11.3033937222497,32.76806,-80.44798,1,1
2021-06-21 20:08:39,"",1,-5.70121639711651,32.76806,-80.44798,1,1
2021-06-21 20:38:39,"",1,-5.72452336550903,32.76806,-80.44798,1,1
2021-06-21 21:08:39,"",1,-2.61009492195899,32.76806,-80.44798,1,1
2021-06-21 21:38:39,"",1,-4.88345077064828,32.76806,-80.44798,1,1
2021-06-21 22:08:39,"",1,-5.543746716389,32.76806,-80.44798,1,1
2021-06-21 22:38:39,"",1,-1.42273072904909,32.76806,-80.44798,1,1
2021-06-21 23:08:39,"",1,0.143711167468092,32.76806,-80.44798,1,1
2021-06-21 23:38:39,"",1,-0.777559955400521,32.76806,-80.44798,1,1
2021-06-22 00:08:39,"",1,-0.248121261288823,32.76806,-80.44798,1,1
2021-06-22 00:38:39,"",1,-1.47710080206985,32.76806,-80.44798,1,1
2021-06-22 01:08:39,"",1,-4.45854622457458,32.76806,-80.44798,1,1
2021-06-22 01:38:39,"",1,-3.70086694502948,32.76806,-80.44798,1,1
2021-06-22 02:08:39,"",1,-7.16083882711676,32.76806,-80.44798,1,1
2021-06-22 02:38:39,"",1,-7.15567049646772,32.76806,-80.44798,1,1
2021-06-22 03:08:39,"",1,-9.96306641286387,32.76806,-80.44798,1,1
2021-06-22 03:38:39,"",1,-10.238730514232,32.76806,-80.44798,1,1
2021-06-22 04:08:39,"",1,-10.0777503004944,32.76806,-80.44798,1,1
2021-06-22 04:38:39,"",1,-10.5363177538606,32.76806,-80.44798,1,1
2021-06-22 05:08:39,"",1,-10.3523801056759,32.76806,-80.44798,1,1
2021-06-22 05:38:39,"",1,-10.437166831886,32.76806,-80.44798,1,1
2021-06-22 06:08:39,"",1,-8.2447660116717,32.76806,-80.44798,1,1
2021-06-22 06:38:39,"",1,-9.23139268203138,32.76806,-80.44798,1,1
2021-06-22 07:08:39,"",1,-6.48854976482494,32.76806,-80.44798,1,1
2021-06-22 07:38:39,"",1,-6.05749940085493,32.76806,-80.44798,1,1
2021-06-22 08:08:39,"",1,-4.06388442063912,32.76806,-80.44798,1,1
2021-06-22 08:38:39,"",1,-5.51436110101331,32.76806,-80.44798,1,1
2021-06-22 09:08:39,"",1,-4.6454388620293,32.76806,-80.44798,1,1
2021-06-22 09:38:39,"",1,-5.69955759318107,32.76806,-80.44798,1,1
2021-06-22 10:08:39,"",1,-12.0720360593759,32.76806,-80.44798,1,1
2021-06-22 10:38:39,"",1,-9.39584478405786,32.76806,-80.44798,1,1
2021-06-22 11:08:39,"",1,-11.3683454722372,32.76806,-80.44798,1,1
2021-06-22 11:38:39,"",1,-8.5394466358115,32.76806,-80.44798,1,1
2021-06-22 12:08:39,"discard",1,-2.4663109575491,32.76806,-80.44798,1,1
2021-06-22 12:38:39,"",1,-9.40025308345877,32.76806,-80.44798,1,1
2021-06-22 13:08:39,"",1,-11.5024367248404,32.76806,-80.44798,1,1
2021-06-22 13:38:39,"discard",1,-5.27874547911582,32.76806,-80.44798,1,1
2021-06-22 14:08:39,"",1,-12.9515429527684,32.76806,-80.44798,1,1
2021-06-22 14:38:39,"",1,-21.5790719650889,32.76806,-80.44798,1,1
2021-06-22 15:08:39,"discard",1,-41.7813126353279,32.76806,-80.44798,1,1
2021-06-22 15:38:39,"",1,-21.5801586308368,32.76806,-80.44798,1,1
2021-06-22 16:08:39,"discard",1,-22.046687395346,32.76806,-80.44798,1,1
2021-06-22 16:38:39,"",1,-13.9117075361459,32.76806,-80.44798,1,1
2021-06-22 17:08:39,"",1,-17.2059378969321,32.76806,-80.44798,1,1
2021-06-22 17:38:39,"",1,-21.3274500457525,32.76806,-80.44798,1,1
2021-06-22 18:08:39,"",1,-21.3045056286684,32.76806,-80.44798,1,1
2021-06-22 18:38:39,"",1,-14.2650871898509,32.76806,-80.44798,1,1
