"date","pressure_tag","label","stap_id","pressure_era5","altitude","lat","lon","pressure_era5_norm","stap_ref"
2021-06-15 17:08:39,1008.54557,"",1,1008.6465234375,11.4993647959945,32.76806,-80.44798,1010.75040502406,1
2021-06-15 17:38:39,1008.36646,"",1,1008.6465234375,13.0842486898147,32.76806,-80.44798,1010.75040502406,1
2021-06-15 18:08:39,1008.15006,"",1,1008.6465234375,14.9994033071949,32.76806,-80.44798,1010.75040502406,1
2021-06-15 18:38:39,1007.19736,"discard",1,1007.647578125,14.6195833271006,32.76806,-80.44798,1009.75145971156,1
2021-06-15 19:08:39,1008.13154,"",1,1007.647578125,6.2935553763664,32.76806,-80.44798,1009.75145971156,1
2021-06-15 19:38:39,1008.72434,"",1,1007.056796875,-4.24776554041856,32.76806,-80.44798,1009.16067846156,1
2021-06-15 20:08:39,1008.28056,"",1,1007.056796875,-0.296661477807177,32.76806,-80.44798,1009.16067846156,1
2021-06-15 20:38:39,1008.61374,"",1,1007.180234375,-2.08682680553152,32.76806,-80.44798,1009.28411596156,1
2021-06-15 21:08:39,1008.52938,"",1,1007.180234375,-1.3402650477751,32.76806,-80.44798,1009.28411596156,1
2021-06-15 21:38:39,1008.59907,"",1,1007.978046875,5.15678192223267,32.76806,-80.44798,1010.08192846156,1
2021-06-15 22:08:39,1008.57514,"",1,1007.978046875,5.36671357968718,32.76806,-80.44798,1010.08192846156,1
2021-06-15 22:38:39,1009.13407,"",1,1008.5719140625,5.70088478236391,32.76806,-80.44798,1010.67579564906,1
2021-06-15 23:08:39,1009.60958,"",1,1008.5719140625,1.55339208068898,32.76806,-80.44798,1010.67579564906,1
2021-06-15 23:38:39,1009.81584,"",1,1009.2212109375,5.43010160155045,32.76806,-80.44798,1011.32509252406,1
2021-06-16 00:08:39,1010.38675,"",1,1009.2212109375,0.462829683241942,32.76806,-80.44798,1011.32509252406,1
2021-06-16 00:38:39,1011.39623,"",1,1009.186015625,-8.5755086462375,32.76806,-80.44798,1011.28989721156,1
2021-06-16 01:08:39,1012.00632,"",1,1009.186015625,-13.8642864496961,32.76806,-80.44798,1011.28989721156,1
2021-06-16 01:38:39,1012.98222,"discard",1,1009.891796875,-16.1113192100847,32.76806,-80.44798,1011.99567846156,1
2021-06-16 02:08:39,1012.06772,"",1,1009.891796875,-8.212121393258,32.76806,-80.44798,1011.99567846156,1
2021-06-16 02:38:39,1011.95183,"",1,1010.4856640625,-2.0382407406195,32.76806,-80.44798,1012.58954564906,1
2021-06-16 03:08:39,1012.22777,"",1,1010.4856640625,-4.41632382450414,32.76806,-80.44798,1012.58954564906,1
2021-06-16 03:38:39,1012.42276,"",1,1010.5119140625,-5.83606529167017,32.76806,-80.44798,1012.61579564906,1
2021-06-16 04:08:39,1012.31223,"",1,1010.5119140625,-4.88567446912638,32.76806,-80.44798,1012.61579564906,1
2021-06-16 04:38:39,1012.15511,"",1,1010.486796875,-3.73289652539655,32.76806,-80.44798,1012.59067846156,1
2021-06-16 05:08:39,1012.25445,"",1,1010.486796875,-4.58611444615263,32.76806,-80.44798,1012.59067846156,1
