"date","stap_id","pressure_tag","label","j","ind","lat","lon","include","known","altitude","surface_pressure","surface_pressure_norm"
2021-06-15 17:26:27,1,947.05584,"",1,15823,35.43926,-84.0492,TRUE,TRUE,667.567124635539,920.3265625,947.190295898787
2021-06-15 17:56:27,1,948.41821,"",1,15823,35.43926,-84.0492,TRUE,TRUE,655.01484906721,920.3265625,947.190295898787
2021-06-15 18:26:27,1,948.75606,"",1,15823,35.43926,-84.0492,TRUE,TRUE,651.904307799609,920.3265625,947.190295898787
2021-06-15 18:56:27,1,948.04104,"",1,15823,35.43926,-84.0492,TRUE,TRUE,658.232170713445,920.327578125,947.191311523787
2021-06-15 19:26:27,1,945.85382,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,678.418612509881,920.327578125,947.191311523787
2021-06-15 19:56:27,1,947.40846,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.7289781078,920.086796875,946.950530273787
2021-06-15 20:26:27,1,947.67163,"",1,15823,35.43926,-84.0492,TRUE,TRUE,659.300740894515,920.086796875,946.950530273787
2021-06-15 20:56:27,1,947.39487,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.141499418865,919.990234375,946.853967773787
2021-06-15 21:26:27,1,947.43743,"",1,15823,35.43926,-84.0492,TRUE,TRUE,660.749068262656,919.990234375,946.853967773787
2021-06-15 21:56:27,1,947.97323,"",1,15823,35.43926,-84.0492,TRUE,TRUE,657.307787681681,920.058046875,946.921780273787
2021-06-15 22:26:27,1,946.89895,"",1,15823,35.43926,-84.0492,TRUE,TRUE,667.18056339626,920.058046875,946.921780273787
2021-06-15 22:56:27,1,948.03081,"",1,15823,35.43926,-84.0492,TRUE,TRUE,657.602149805938,920.051875,946.915608398787
2021-06-15 23:26:27,1,947.98405,"",1,15823,35.43926,-84.0492,TRUE,TRUE,658.030215352183,920.051875,946.915608398787
2021-06-15 23:56:27,1,946.11689,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,681.772191248833,920.64125,947.504983398787
2021-06-16 00:26:27,1,945.6041,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,686.45309016137,920.64125,947.504983398787
2021-06-16 00:56:27,1,945.60445,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,689.000844527235,920.786015625,947.649749023787
2021-06-16 01:26:27,1,945.85909,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,686.688341782417,920.786015625,947.649749023787
2021-06-16 01:56:27,1,946.18535,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,689.034360907866,921.261796875,948.125530273787
2021-06-16 02:26:27,1,946.61204,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,685.176739208518,921.261796875,948.125530273787
2021-06-16 02:56:27,1,946.72263,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,688.87512944827,921.695625,948.559358398787
2021-06-16 03:26:27,1,946.76327,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,688.508927896829,921.695625,948.559358398787
2021-06-16 03:56:27,1,946.81932,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,689.756680317226,921.831875,948.695608398787
2021-06-16 04:26:27,1,946.89569,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,689.070094203675,921.831875,948.695608398787
2021-06-16 04:56:27,1,946.93907,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,688.704894965651,921.786796875,948.650530273787
2021-06-16 05:26:27,1,946.84663,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,689.534333621582,921.786796875,948.650530273787
2021-06-16 05:56:27,1,946.75057,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,688.095218807414,921.501875,948.365608398787
2021-06-16 06:26:27,1,946.46224,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,690.679433865381,921.501875,948.365608398787
2021-06-16 06:56:27,1,946.46489,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,686.203587415846,921.00734375,947.871077148787
2021-06-16 07:26:27,1,946.44371,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,686.393377283432,921.00734375,947.871077148787
2021-06-16 07:56:27,1,946.22726,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,688.087356466543,920.9325,947.796233398787
2021-06-16 08:26:27,1,946.28557,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,687.565766326193,920.9325,947.796233398787
2021-06-16 08:56:27,1,946.44404,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,688.029723737787,921.09,947.953733398787
2021-06-16 09:26:27,1,946.47189,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,687.781124478519,921.09,947.953733398787
2021-06-16 09:56:27,1,946.37951,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,689.910349437872,921.19359375,948.057327148787
2021-06-16 10:26:27,1,945.82966,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,694.812233712721,921.19359375,948.057327148787
2021-06-16 10:56:27,1,946.12205,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,695.880003062194,921.57984375,948.443577148787
2021-06-16 11:26:27,1,949.1399,"",1,15823,35.43926,-84.0492,TRUE,TRUE,669.030145511997,921.57984375,948.443577148787
2021-06-16 11:56:27,1,948.89314,"",1,15823,35.43926,-84.0492,TRUE,TRUE,671.606300814724,921.834375,948.698108398787
2021-06-16 12:26:27,1,947.74115,"",1,15823,35.43926,-84.0492,TRUE,TRUE,681.930928394113,921.834375,948.698108398787
2021-06-16 12:56:27,1,949.70139,"",1,15823,35.43926,-84.0492,TRUE,TRUE,666.044211252148,922.256484375,949.120217773787
2021-06-16 13:26:27,1,947.84241,"",1,15823,35.43926,-84.0492,TRUE,TRUE,682.845729171549,922.256484375,949.120217773787
2021-06-16 13:56:27,1,950.51776,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.14525390345,922.680078125,949.543811523787
2021-06-16 14:26:27,1,949.89805,"",1,15823,35.43926,-84.0492,TRUE,TRUE,666.771161620032,922.680078125,949.543811523787
2021-06-16 14:56:27,1,948.73933,"",1,15823,35.43926,-84.0492,TRUE,TRUE,677.397643989087,922.78890625,949.652639648787
2021-06-16 15:26:27,1,951.21207,"",1,15823,35.43926,-84.0492,TRUE,TRUE,654.859055927682,922.78890625,949.652639648787
2021-06-16 15:56:27,1,950.15186,"",1,15823,35.43926,-84.0492,TRUE,TRUE,665.537816738525,922.980625,949.844358398787
2021-06-16 16:26:27,1,949.20237,"",1,15823,35.43926,-84.0492,TRUE,TRUE,674.220984573613,922.980625,949.844358398787
2021-06-16 16:56:27,1,950.28677,"",1,15823,35.43926,-84.0492,TRUE,TRUE,663.829600753227,922.974921875,949.838655273787
2021-06-16 17:26:27,1,950.69835,"",1,15823,35.43926,-84.0492,TRUE,TRUE,660.062002729907,922.974921875,949.838655273787
2021-06-16 17:56:27,1,948.95575,"",1,15823,35.43926,-84.0492,TRUE,TRUE,671.317254759048,922.510625,949.374358398787
2021-06-16 18:26:27,1,949.59724,"",1,15823,35.43926,-84.0492,TRUE,TRUE,665.430529519097,922.510625,949.374358398787
2021-06-16 18:56:27,1,949.55885,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.785604898584,922.1453125,949.009045898787
2021-06-16 19:26:27,1,950.17369,"",1,15823,35.43926,-84.0492,TRUE,TRUE,656.133739100132,922.1453125,949.009045898787
2021-06-16 19:56:27,1,950.01684,"",1,15823,35.43926,-84.0492,TRUE,TRUE,657.099837406086,922.13234375,948.996077148787
2021-06-16 20:26:27,1,949.57094,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.204572923502,922.13234375,948.996077148787
2021-06-16 20:56:27,1,949.6325,"",1,15823,35.43926,-84.0492,TRUE,TRUE,660.895436105478,922.127578125,948.991311523787
2021-06-16 21:26:27,1,947.75325,"discard",1,15823,35.43926,-84.0492,TRUE,TRUE,678.190698109596,922.127578125,948.991311523787
2021-06-16 21:56:27,1,949.42663,"",1,15823,35.43926,-84.0492,TRUE,TRUE,660.611734761955,921.852421875,948.716155273787
2021-06-16 22:26:27,1,948.87283,"",1,15823,35.43926,-84.0492,TRUE,TRUE,665.698293940516,921.852421875,948.716155273787
2021-06-16 22:56:27,1,949.39079,"",1,15823,35.43926,-84.0492,TRUE,TRUE,660.45840416869,921.73703125,948.600764648787
2021-06-16 23:26:27,1,949.2735,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.532998816211,921.73703125,948.600764648787
2021-06-16 23:56:27,1,949.67349,"",1,15823,35.43926,-84.0492,TRUE,TRUE,660.237415948897,921.84734375,948.711077148787
2021-06-17 00:26:27,1,949.62723,"",1,15823,35.43926,-84.0492,TRUE,TRUE,660.658938009399,921.84734375,948.711077148787
2021-06-17 00:56:27,1,949.87165,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.25952804838,922.00734375,948.871077148787
2021-06-17 01:26:27,1,949.84288,"",1,15823,35.43926,-84.0492,TRUE,TRUE,661.52027346719,922.00734375,948.871077148787
2021-06-17 01:56:27,1,950.0424,"",1,15823,35.43926,-84.0492,TRUE,TRUE,664.50167760524,922.42203125,949.285764648787
2021-06-17 02:26:27,1,950.17902,"",1,15823,35.43926,-84.0492,TRUE,TRUE,663.268339541523,922.42203125,949.285764648787
2021-06-17 02:56:27,1,950.42846,"",1,15823,35.43926,-84.0492,TRUE,TRUE,665.226211411131,922.79453125,949.658264648787
2021-06-17 03:26:27,1,950.50119,"",1,15823,35.43926,-84.0492,TRUE,TRUE,664.57183004058,922.79453125,949.658264648787
2021-06-17 03:56:27,1,950.67277,"",1,15823,35.43926,-84.0492,TRUE,TRUE,663.558639091968,922.752109375,949.615842773787
2021-06-17 04:26:27,1,950.42249,"",1,15823,35.43926,-84.0492,TRUE,TRUE,665.802190022489,922.752109375,949.615842773787
