"stap_id","start","end","known_lon","known_lat","include","alt_mean","alt_med","alt_min","alt_max"
2,2021-09-22 07:41:27,2021-09-23 00:11:27,NA,NA,TRUE,438.2,438.5,421.6,454.5
3,2021-09-23 10:41:27,2021-09-23 23:41:27,NA,NA,TRUE,16.3,16.2,11.9,22.3
4,2021-09-24 06:41:27,2021-09-24 10:41:27,NA,NA,TRUE,15.1,14,-1.3,30.1
5,2021-09-24 18:41:27,2021-09-25 00:11:27,NA,NA,TRUE,6.8,5.6,0.4,15.8
7,2022-03-23 11:11:27,2022-03-24 04:11:27,NA,NA,TRUE,15.9,15.4,6.1,28.5
8,2022-03-24 07:41:27,2022-04-06 01:41:27,NA,NA,TRUE,34.3,34.6,-3.8,49.7
9,2022-04-06 07:11:27,2022-04-08 02:11:27,NA,NA,TRUE,78.7,78.1,64.7,91.6
10,2022-04-08 03:41:27,2022-04-11 01:11:27,NA,NA,TRUE,125.3,125.3,113.2,136.3
11,2022-04-11 10:11:27,2022-06-04 05:11:27,-84.0492,35.43926,TRUE,687.6,685.7,647.8,823.8
