"stap_s","stap_t","gs","distance","ws","start","end","duration","n"
1,2,-11.3937068197184-27.7164949889043i,44.0165664893267,0.36204792315186+1.46961965905082i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,6.67743088964216+8.19283878509357i,31.9348889267915,1.04156953497361-0.21542421456652i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,-13.3317374130232+49.293055615338i,76.7397517130794,0.744707665450291-0.838114013667729i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,0+0i,8.16542761766911,0.903595380340292+0.286315483504437i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,0+0i,23.7400732175378,0.967829717384136+0.141090040045579i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,-20.8965724906186-12.7028323869538i,43.7834653470576,0.569034520683763+0.227791062428998i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,-43.384306405047-52.5298770967482i,84.227408475965,-0.411360015692392+0.05960068152437i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,0-48.6662265752791i,60.0062117855156,-0.2659978147515+1.69009528212245i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,-27.913040041543-50.7660259316549i,72.5661261925978,-0.4197071195868+1.3317918474225i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
1,2,36.2504357149503+0.1102224018347i,50.3007376927902,0.505746518083897+0.569540783158032i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
2,3,-18.2150575137064+0.0365604464907i,36.470763515819,0.2863989511782+10.1408066823549i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,13.3084372997339+49.3339056528386i,68.9743142201944,2.7288123949553+2.85421789326927i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,-20.7725772541625-12.7230360512515i,42.3460653649405,2.51306001023845+5.12475593682611i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,0-48.6662265752791i,66.5665469603998,1.66414467318049+4.01852656277678i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,-11.3937068197168-27.716494988904i,47.9619122714358,0.78354535082118+6.65174805334781i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,-11.4070544466875-27.6806404118346i,47.9775051843046,-1.5360345855085+9.34332442741805i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,11.31758544768+27.6207796246163i,47.9775051843046,0.2094252880271+18.1815893998668i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,14.5108726386709+71.1661210295469i,90.6017177270753,1.8684951559118+9.78430190241714i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,-54.7786187698156+0.2188075400398i,73.1190780626783,-1.3570936113697+17.011038688385i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
2,3,0+4.13843025796965i,22.1903206961926,-1.29039820107701+0.69067375394247i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
3,4,25.3710417289873-42.6718892860275i,562.852968652366,17.6771394123064-34.8110731883828i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,12.3824879590368-83.3009146651658i,940.761926120469,14.0212012268175-31.7271114212737i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,37.3004031339377-82.6884940331986i,1012.63528509378,14.9706009478515-30.6691645728802i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,32.0973169843335-78.821185607269i,951.169721053934,12.0758663496532-27.8046131651785i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,19.3773675580875-71.0377532019656i,825.157897064888,8.8581783536253-36.0862132625715i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,35.3217205493163-70.6359515361873i,884.24456536221,11.3187651080939-32.7926321727135i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,33.5149686226828-72.7130380747759i,896.044992653843,13.6638296405962-33.0126932764393i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,34.3527730194042-96.9553564180806i,1145.45144639152,14.6386881022272-24.1468506718674i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,37.453771986865-78.6461157354809i,973.317162650105,7.9375422209026-30.9259756625824i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
3,4,15.4550131461752-56.9528685206875i,664.913884547755,17.6172544261367-31.9368561888622i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
4,5,10.175016038685-53.8475966958459i,428.339523220897,-12.149689808988-11.9191261384729i,2021-09-23 23:34:12,2021-09-24 07:04:12,7.5,1
4,5,17.7174043400308-36.0917477582787i,320.039153053214,0.19374892001679-5.63788486411817i,2021-09-23 23:34:12,2021-09-24 07:04:12,7.5,1
4,5,-21.12977247234-62.642616598174i,513.342078938307,-3.0759534187786-1.06966930412917i,2021-09-23 23:34:12,2021-09-24 07:04:12,7.5,1
4,5,-4.7215801720967-18.2017821038642i,160.176568392177,0.8086954322185-6.43848061495505i,2021-09-23 23:34:12,2021-09-24 07:04:12,7.5,1
4,5,20.035368004322-30.2769217195722i,291.071373933806,0.15983082975584-7.68323085747857i,2021-09-23 23:34:12,2021-09-24 07:04:12,7.5,1
4,5,-7.193126315265-21.2268398606295i,187.034037699346,-3.79042041978176-4.75977767034934i,2021-09-23 23:34:12,2021-09-24 07:04:12,7.5,1
