"stap_s","stap_t","gs","distance","ws","start","end","duration","n"
1,2,0-26.4023284166237i,37.9221187994915,0.22409014065205+1.52725730378974i,2021-08-03 15:34:12,2021-08-03 16:34:12,1,1
2,3,-18.2150575137087+0.0365604464907i,36.4707635158216,2.2332235986269+8.41455276628339i,2021-08-30 21:04:12,2021-08-30 22:04:12,1,1
3,4,31.4799739374671-64.6951553286479i,807.163837168281,13.3818404320559-35.6697533871996i,2021-09-23 00:04:12,2021-09-23 11:04:12,11,1
4,5,2.5643641322071-47.856859021213i,377.246186729025,-3.80430811071909-8.07135230553127i,2021-09-23 23:34:12,2021-09-24 07:04:12,7.5,1
5,6,-8.2005457691111-35.33126774316i,272.746291093843,-4.36755094288526+1.78837266963204i,2021-09-24 11:04:12,2021-09-24 18:04:12,7,1
6,7,21.9803595152979-18.7698592039673i,135.887517934907,-7.09271260999402-4.63422465563229i,2021-09-25 00:04:12,2021-09-25 04:04:12,4,1
7,8,6.6135323195733+7.10112797249506i,30.281510808982,-8.91940225699021-2.42857160182711i,2021-10-03 21:04:12,2021-10-03 22:04:12,1,1
8,9,-13.2853632929542-14.2275045597122i,30.281510808982,-2.703147856615+6.17843788328498i,2021-10-12 15:04:12,2021-10-12 15:34:12,0.5,1
9,10,0+1.60655180184918i,22.1460547675683,13.4740550721569+17.1334539892825i,2021-10-29 16:04:12,2021-10-29 17:04:12,1,1
10,11,13.2853632929542-14.2275045597123i,30.281510808982,-14.6827538101823-8.2545923353728i,2021-11-10 18:04:12,2021-11-10 18:34:12,0.5,1
11,12,-13.2270646391466+14.2022559449901i,30.281510808982,9.73198961992533-3.26101084273976i,2022-01-28 23:04:12,2022-01-28 23:34:12,0.5,1
12,13,-28.2863233026734+10.1882667803465i,65.714248397255,-5.6996484320145-12.4906115947904i,2022-02-10 23:04:12,2022-02-11 00:34:12,1.5,1
13,14,-18.0188045789343+84.6913575047924i,839.364773137656,-25.1652798971698+49.9609102287725i,2022-03-31 00:34:12,2022-03-31 10:04:12,9.5,1
14,15,-12.907584471738+14.9078687783643i,88.1768867868229,9.59923490415785+9.47345396746399i,2022-04-06 00:34:12,2022-04-06 04:04:12,3.5,1
15,16,0+48.4918843120807i,598.885912792662,15.1249148193936+25.1246231711677i,2022-04-12 00:34:12,2022-04-12 12:34:12,12,1
16,17,-22.0873653853338-6.6627999739269i,73.8201544029828,-0.7225263201633+15.3052888154641i,2022-04-13 03:34:12,2022-04-13 06:04:12,2.5,1
