"date","stap_id","pressure_tag","label","j","ind","lat","lon","include","known","altitude","surface_pressure","surface_pressure_norm"
2021-06-16 19:42:28,1,1000.91229,"discard",1,8817,36.65001,-91.19733,TRUE,TRUE,133.946348915802,991.20234375,1002.71217708683
2021-06-16 20:12:28,1,1002.57983,"",1,8817,36.65001,-91.19733,TRUE,TRUE,119.105824137297,991.20234375,1002.71217708683
2021-06-16 20:42:28,1,1002.38059,"",1,8817,36.65001,-91.19733,TRUE,TRUE,117.758599850449,990.857578125,1002.36741146183
2021-06-16 21:12:28,1,1002.04403,"",1,8817,36.65001,-91.19733,TRUE,TRUE,120.753441522602,990.857578125,1002.36741146183
2021-06-16 21:42:28,1,1001.95314,"",1,8817,36.65001,-91.19733,TRUE,TRUE,116.801884443326,990.322421875,1001.83225521183
2021-06-16 22:12:28,1,1001.7419,"",1,8817,36.65001,-91.19733,TRUE,TRUE,118.681289113773,990.322421875,1001.83225521183
2021-06-16 22:42:28,1,1001.42057,"",1,8817,36.65001,-91.19733,TRUE,TRUE,120.788460529307,990.19703125,1001.70686458683
2021-06-16 23:12:28,1,999.44986,"discard",1,8817,36.65001,-91.19733,TRUE,TRUE,138.276538392997,990.19703125,1001.70686458683
2021-06-16 23:42:28,1,999.79494,"discard",1,8817,36.65001,-91.19733,TRUE,TRUE,133.041850464923,989.90734375,1001.41717708683
2021-06-17 00:12:28,1,996.77426,"discard",1,8817,36.65001,-91.19733,TRUE,TRUE,159.765539296859,989.90734375,1001.41717708683
2021-06-17 00:42:28,1,999.55683,"discard",1,8817,36.65001,-91.19733,TRUE,TRUE,136.837707937115,990.06734375,1001.57717708683
2021-06-17 01:12:28,1,1001.27751,"",1,8817,36.65001,-91.19733,TRUE,TRUE,121.689411034872,990.06734375,1001.57717708683
2021-06-17 01:42:28,1,1001.14803,"",1,8817,36.65001,-91.19733,TRUE,TRUE,124.051423535359,990.17203125,1001.68186458683
2021-06-17 02:12:28,1,1001.29022,"",1,8817,36.65001,-91.19733,TRUE,TRUE,122.804226568579,990.17203125,1001.68186458683
2021-06-17 02:42:28,1,1001.55465,"",1,8817,36.65001,-91.19733,TRUE,TRUE,125.461458296121,990.69453125,1002.20436458683
2021-06-17 03:12:28,1,1001.75769,"",1,8817,36.65001,-91.19733,TRUE,TRUE,123.687721930627,990.69453125,1002.20436458683
2021-06-17 03:42:28,1,1001.91195,"",1,8817,36.65001,-91.19733,TRUE,TRUE,123.908527672018,990.842109375,1002.35194271183
2021-06-17 04:12:28,1,1001.86759,"",1,8817,36.65001,-91.19733,TRUE,TRUE,124.294911607038,990.842109375,1002.35194271183
2021-06-17 04:42:28,1,1001.60725,"",1,8817,36.65001,-91.19733,TRUE,TRUE,127.184284528356,990.88890625,1002.39873958683
2021-06-17 05:12:28,1,1001.63608,"",1,8817,36.65001,-91.19733,TRUE,TRUE,126.933678330673,990.88890625,1002.39873958683
2021-06-17 05:42:28,1,1001.64652,"",1,8817,36.65001,-91.19733,TRUE,TRUE,123.499309546285,990.47328125,1001.98311458683
2021-06-17 06:12:28,1,1001.51895,"",1,8817,36.65001,-91.19733,TRUE,TRUE,124.604826074524,990.47328125,1001.98311458683
2021-06-17 06:42:28,1,1001.59572,"",1,8817,36.65001,-91.19733,TRUE,TRUE,125.429105319737,990.64,1002.14983333683
