"stap_id","start","end","known_lon","known_lat","include","alt_mean","alt_med","alt_min","alt_max"
2,2021-09-23 10:57:28,2021-09-24 00:57:28,NA,NA,TRUE,134.4,134,131,137.8
3,2021-09-25 07:27:28,2021-09-27 02:27:28,NA,NA,TRUE,13.2,13.9,-1.4,21.7
5,2022-04-11 15:27:28,2022-04-12 02:27:28,NA,NA,TRUE,-18.6,-19.1,-31,-5.3
6,2022-04-12 06:27:28,2022-04-16 00:57:28,NA,NA,TRUE,46.6,45.1,28.9,99.4
7,2022-04-16 04:57:28,2022-04-17 01:57:28,NA,NA,TRUE,36.4,35.2,30.2,47.2
8,2022-04-17 04:27:28,2022-04-17 05:57:28,NA,NA,TRUE,36.1,36,35.4,36.8
9,2022-04-17 06:57:28,2022-04-20 01:57:28,NA,NA,TRUE,56.2,55.2,37.4,167.4
10,2022-04-20 07:57:28,2022-05-03 04:57:28,-91.19733,36.65001,TRUE,127.2,124.5,100.3,177.6
