"stap_id","start","end","known_lon","known_lat","include","alt_mean","alt_med","alt_min","alt_max"
2,2021-10-01 08:37:45,2021-10-02 00:07:45,NA,NA,TRUE,80.9,79.7,71,100.7
3,2021-10-02 04:07:45,2021-10-02 10:37:45,NA,NA,TRUE,52.4,71.5,-18.9,174.4
4,2021-10-02 15:07:45,2021-10-03 00:07:45,NA,NA,TRUE,-21.3,-21.1,-24.4,-16.3
5,2021-10-03 09:37:45,2021-10-04 00:07:45,NA,NA,TRUE,-32.2,-32.6,-36.5,-25.1
6,2021-10-04 01:37:45,2021-10-04 10:07:45,NA,NA,TRUE,-10.4,-13.6,-21.5,57
7,2021-10-04 11:07:45,2021-10-05 01:07:45,NA,NA,TRUE,-9.3,-9.3,-15.5,-3.7
9,2022-04-06 10:37:45,2022-04-07 00:37:45,NA,NA,TRUE,5.9,3.9,-1.4,27.9
10,2022-04-07 05:07:45,2022-04-13 02:37:45,NA,NA,TRUE,26,25.9,15.6,41.7
11,2022-04-13 05:07:45,2022-04-21 01:07:45,NA,NA,TRUE,64.6,64.4,35.6,105.9
