"date","pressure_tag","label","stap_id","pressure_era5","altitude","lat","lon","pressure_era5_norm","stap_ref"
2021-10-01 08:52:45,1007.03769,"discard",2,1017.48328125,100.749865719535,31.5,-81.5,1009.86716954327,2
2021-10-01 09:22:45,1007.30326,"discard",2,1017.48328125,98.4775103821707,31.5,-81.5,1009.86716954327,2
2021-10-01 09:52:45,1007.77296,"discard",2,1017.8339453125,97.3846978984479,31.5,-81.5,1010.21783360577,2
2021-10-01 10:22:45,1007.90824,"discard",2,1017.8339453125,96.2284753720568,31.5,-81.5,1010.21783360577,2
2021-10-01 10:52:45,1008.16408,"discard",2,1018.59390625,100.352361008778,31.5,-81.5,1010.97779454327,2
2021-10-01 11:22:45,1011.02287,"",2,1018.59390625,75.9891073541458,31.5,-81.5,1010.97779454327,2
2021-10-01 11:52:45,1011.80839,"",2,1019.1412890625,73.9616862588998,31.5,-81.5,1011.52517735577,2
2021-10-01 12:22:45,1012.04991,"",2,1019.1412890625,71.906365751274,31.5,-81.5,1011.52517735577,2
2021-10-01 12:52:45,1012.2633,"",2,1019.4375390625,72.9556867897516,31.5,-81.5,1011.82142735577,2
2021-10-01 13:22:45,1012.48797,"",2,1019.4375390625,71.0331801511779,31.5,-81.5,1011.82142735577,2
2021-10-01 13:52:45,1012.57055,"",2,1019.7331640625,73.2621432442282,31.5,-81.5,1012.11705235577,2
2021-10-01 14:22:45,1012.69817,"",2,1019.7331640625,72.1628113074852,31.5,-81.5,1012.11705235577,2
2021-10-01 14:52:45,1012.6294,"",2,1019.74796875,73.2293013323605,31.5,-81.5,1012.13185704327,2
2021-10-01 15:22:45,1012.69625,"",2,1019.74796875,72.6501909139558,31.5,-81.5,1012.13185704327,2
2021-10-01 15:52:45,1012.45408,"",2,1019.8309375,75.6106520393115,31.5,-81.5,1012.21482579327,2
2021-10-01 16:22:45,1012.44277,"",2,1019.8309375,75.7088726976826,31.5,-81.5,1012.21482579327,2
2021-10-01 16:52:45,1012.2606,"",2,1019.6928515625,76.2030004045933,31.5,-81.5,1012.07673985577,2
2021-10-01 17:22:45,1012.26039,"",2,1019.6928515625,76.2048273572237,31.5,-81.5,1012.07673985577,2
2021-10-01 17:52:45,1011.78124,"",2,1019.327734375,77.2345666864238,31.5,-81.5,1011.71162266827,2
2021-10-01 18:22:45,1011.50159,"",2,1019.327734375,79.6693546851676,31.5,-81.5,1011.71162266827,2
2021-10-01 18:52:45,1010.96836,"",2,1018.8310546875,80.0755109931212,31.5,-81.5,1011.21494298077,2
2021-10-01 19:22:45,1010.96711,"",2,1018.8310546875,80.08640976155,31.5,-81.5,1011.21494298077,2
2021-10-01 19:52:45,1010.78904,"",2,1018.583984375,79.4609575571488,31.5,-81.5,1010.96787266827,2
2021-10-01 20:22:45,1010.68184,"",2,1018.583984375,80.3952965093806,31.5,-81.5,1010.96787266827,2
2021-10-01 20:52:45,1010.6252,"",2,1018.5007421875,79.9484033877029,31.5,-81.5,1010.88463048077,2
2021-10-01 21:22:45,1010.455,"",2,1018.5007421875,81.4273125115533,31.5,-81.5,1010.88463048077,2
2021-10-01 21:52:45,1010.60369,"",2,1018.6623828125,81.4535403538036,31.5,-81.5,1011.04627110577,2
2021-10-01 22:22:45,1010.58709,"",2,1018.6623828125,81.5976156365592,31.5,-81.5,1011.04627110577,2
2021-10-01 22:52:45,1010.55827,"",2,1018.8951953125,83.6198200627376,31.5,-81.5,1011.27908360577,2
2021-10-01 23:22:45,1010.68747,"",2,1018.8951953125,82.5021480403744,31.5,-81.5,1011.27908360577,2
2021-10-01 23:52:45,1010.91203,"",2,1019.417890625,84.83491552942,31.5,-81.5,1011.80177891827,2
2021-10-02 04:22:45,1000.56213,"",3,1015.7437109375,174.409003430783,30.1,-82.1,1007.78466839286,3
2021-10-02 04:52:45,1007.69576,"",3,1015.7437109375,113.052065661399,30.1,-82.1,1007.78466839286,3
2021-10-02 05:22:45,1005.0494,"",3,1015.7437109375,135.772466015924,30.1,-82.1,1007.78466839286,3
2021-10-02 05:52:45,1010.94835,"",3,1015.53515625,83.3842507987748,30.1,-82.1,1007.57611370536,3
2021-10-02 06:22:45,1011.65236,"",3,1015.53515625,77.3686396358057,30.1,-82.1,1007.57611370536,3
2021-10-02 06:52:45,1005.33149,"",3,1015.45203125,130.805368590481,30.1,-82.1,1007.49298870536,3
2021-10-02 07:22:45,1012.25272,"",3,1015.45203125,71.5373416710027,30.1,-82.1,1007.49298870536,3
2021-10-02 07:52:45,1022.67399,"discard",3,1015.3014453125,-18.3239858235052,30.1,-82.1,1007.34240276786,3
2021-10-02 08:22:45,1022.74059,"discard",3,1015.3014453125,-18.8875977617085,30.1,-82.1,1007.34240276786,3
2021-10-02 08:52:45,1022.60944,"discard",3,1015.2546875,-18.1177303373791,30.1,-82.1,1007.29564495536,3
2021-10-02 09:22:45,1022.57382,"discard",3,1015.2546875,-17.8165435242682,30.1,-82.1,1007.29564495536,3
2021-10-02 09:52:45,1022.62443,"discard",3,1015.5393359375,-15.7970682169282,30.1,-82.1,1007.58029339286,3
2021-10-02 10:22:45,1022.6066,"discard",3,1015.5393359375,-15.6463756757453,30.1,-82.1,1007.58029339286,3
2021-10-02 15:22:45,1022.65831,"",4,1017.28453125,-16.2580877421636,28.9,-81.7,1023.23230722222,4
2021-10-02 15:52:45,1023.21514,"",4,1017.28453125,-21.0610012100164,28.9,-81.7,1023.23230722222,4
